"Time (s) Run #1";"Sound Intensity, Ch B (V) Run #1";"Time (s) Run #2";"Sound Intensity, Ch B (V) Run #2";"Time (s) Run #3";"Sound Intensity, Ch B (V) Run #3";"Time (s) Run #4";"Sound Intensity, Ch B (V) Run #4"
0,008;-0,179;0,008;0,149;0,008;0,057;0,008;-0,002
0,008;0,081;0,008;-0,022;0,008;-0,023;0,008;0,116
0,008;0,046;0,008;-0,122;0,008;0,008;0,008;-0,177
0,009;-0,158;0,009;0,207;0,009;0,036;0,009;0,182
0,009;0,213;0,009;-0,227;0,009;-0,044;0,009;-0,106
0,009;-0,180;0,009;0,152;0,009;0,055;0,009;-6,226E-4
0,009;0,084;0,009;-0,025;0,009;-0,025;0,009;0,119
0,009;0,046;0,009;-0,120;0,009;0,003;0,009;-0,173
0,010;-0,156;0,010;0,207;0,010;0,038;0,010;0,182
0,010;0,207;0,010;-0,223;0,010;-0,047;0,010;-0,104
0,010;-0,178;0,010;0,151;0,010;0,051;0,010;0,002
0,010;0,090;0,010;-0,026;0,010;-0,025;0,010;0,114
0,010;0,048;0,010;-0,113;0,010;-0,003;0,010;-0,178
0,011;-0,156;0,011;0,208;0,011;0,030;0,011;0,178
0,011;0,215;0,011;-0,223;0,011;-0,049;0,011;-0,103
0,011;-0,174;0,011;0,154;0,011;0,046;0,011;-0,005
0,011;0,081;0,011;-0,027;0,011;-0,026;0,011;0,114
0,011;0,048;0,011;-0,109;0,011;-3,784E-4;0,011;-0,182
0,012;-0,157;0,012;0,212;0,012;0,031;0,012;0,178
0,012;0,211;0,012;-0,223;0,012;-0,049;0,012;-0,102
0,012;-0,180;0,012;0,155;0,012;0,048;0,012;-0,007
0,012;0,087;0,012;-0,030;0,012;-0,029;0,012;0,115
0,012;0,050;0,012;-0,111;0,012;-0,003;0,012;-0,181
0,013;-0,155;0,013;0,210;0,013;0,031;0,013;0,174
0,013;0,208;0,013;-0,223;0,013;-0,051;0,013;-0,103
0,013;-0,180;0,013;0,157;0,013;0,047;0,013;-0,004
0,013;0,089;0,013;-0,030;0,013;-0,033;0,013;0,115
0,013;0,046;0,013;-0,111;0,013;-0,008;0,013;-0,180
0,014;-0,151;0,014;0,206;0,014;0,026;0,014;0,179
0,014;0,208;0,014;-0,225;0,014;-0,050;0,014;-0,104
0,014;-0,179;0,014;0,159;0,014;0,048;0,014;-0,010
0,014;0,086;0,014;-0,035;0,014;-0,031;0,014;0,117
0,014;0,044;0,014;-0,111;0,014;-0,002;0,014;-0,179
0,015;-0,157;0,015;0,206;0,015;0,031;0,015;0,178
0,015;0,207;0,015;-0,226;0,015;-0,047;0,015;-0,101
0,015;-0,182;0,015;0,164;0,015;0,048;0,015;-0,003
0,015;0,086;0,015;-0,033;0,015;-0,027;0,015;0,119
0,015;0,046;0,015;-0,106;0,015;-0,001;0,015;-0,171
0,016;-0,153;0,016;0,205;0,016;0,033;0,016;0,181
0,016;0,211;0,016;-0,230;0,016;-0,048;0,016;-0,099
0,016;-0,179;0,016;0,160;0,016;0,049;0,016;0,002
0,016;0,091;0,016;-0,031;0,016;-0,028;0,016;0,125
0,016;0,044;0,016;-0,105;0,016;0,001;0,016;-0,172
0,017;-0,152;0,017;0,204;0,017;0,036;0,017;0,184
0,017;0,215;0,017;-0,230;0,017;-0,048;0,017;-0,099
0,017;-0,178;0,017;0,164;0,017;0,049;0,017;-5,005E-4
0,017;0,093;0,017;-0,037;0,017;-0,032;0,017;0,123
0,017;0,045;0,017;-0,104;0,017;-1,343E-4;0,017;-0,176
0,018;-0,151;0,018;0,206;0,018;0,031;0,018;0,179
0,018;0,211;0,018;-0,229;0,018;-0,050;0,018;-0,101
0,018;-0,177;0,018;0,166;0,018;0,047;0,018;-0,005
0,018;0,093;0,018;-0,037;0,018;-0,028;0,018;0,120
0,018;0,044;0,018;-0,099;0,018;0,002;0,018;-0,184
0,019;-0,153;0,019;0,204;0,019;0,029;0,019;0,170
0,019;0,208;0,019;-0,229;0,019;-0,049;0,019;-0,108
0,019;-0,178;0,019;0,171;0,019;0,049;0,019;-0,011
0,019;0,089;0,019;-0,040;0,019;-0,031;0,019;0,113
0,019;0,049;0,019;-0,101;0,019;7,202E-4;0,019;-0,185
0,020;-0,149;0,020;0,204;0,020;0,034;0,020;0,173
0,020;0,214;0,020;-0,225;0,020;-0,046;0,020;-0,110
0,020;-0,179;0,020;0,170;0,020;0,050;0,020;-0,013
0,020;0,089;0,020;-0,038;0,020;-0,029;0,020;0,112
0,020;0,048;0,020;-0,096;0,020;5,981E-4;0,020;-0,187
0,021;-0,150;0,021;0,202;0,021;0,032;0,021;0,173
0,021;0,214;0,021;-0,224;0,021;-0,049;0,021;-0,108
0,021;-0,177;0,021;0,172;0,021;0,051;0,021;-0,009
0,021;0,092;0,021;-0,037;0,021;-0,026;0,021;0,118
0,021;0,043;0,021;-0,092;0,021;0,008;0,021;-0,182
0,022;-0,153;0,022;0,207;0,022;0,035;0,022;0,177
0,022;0,208;0,022;-0,222;0,022;-0,050;0,022;-0,104
0,022;-0,181;0,022;0,171;0,022;0,050;0,022;-0,004
0,022;0,089;0,022;-0,042;0,022;-0,028;0,022;0,123
0,022;0,046;0,022;-0,092;0,022;0,002;0,022;-0,174
0,023;-0,148;0,023;0,202;0,023;0,029;0,023;0,184
0,023;0,210;0,023;-0,222;0,023;-0,048;0,023;-0,098
0,023;-0,179;0,023;0,172;0,023;0,051;0,023;-0,003
0,023;0,087;0,023;-0,044;0,023;-0,025;0,023;0,125
0,023;0,044;0,023;-0,094;0,023;1,099E-4;0,023;-0,173
0,024;-0,149;0,024;0,198;0,024;0,030;0,024;0,186
0,024;0,209;0,024;-0,226;0,024;-0,048;0,024;-0,095
0,024;-0,180;0,024;0,172;0,024;0,051;0,024;-1,343E-4
0,024;0,089;0,024;-0,049;0,024;-0,028;0,024;0,124
0,024;0,043;0,024;-0,089;0,024;5,981E-4;0,024;-0,177
0,025;-0,153;0,025;0,197;0,025;0,036;0,025;0,182
0,025;0,209;0,025;-0,228;0,025;-0,045;0,025;-0,100
0,025;-0,184;0,025;0,171;0,025;0,053;0,025;-0,002
0,025;0,084;0,025;-0,045;0,025;-0,028;0,025;0,120
0,025;0,039;0,025;-0,090;0,025;-0,001;0,025;-0,175
0,026;-0,153;0,026;0,198;0,026;0,030;0,026;0,181
0,026;0,207;0,026;-0,226;0,026;-0,048;0,026;-0,103
0,026;-0,179;0,026;0,171;0,026;0,047;0,026;-0,006
0,026;0,087;0,026;-0,051;0,026;-0,027;0,026;0,116
0,026;0,046;0,026;-0,089;0,026;0,003;0,026;-0,181
0,027;-0,147;0,027;0,195;0,027;0,037;0,027;0,173
0,027;0,212;0,027;-0,226;0,027;-0,047;0,027;-0,102
0,027;-0,174;0,027;0,171;0,027;0,050;0,027;-0,006
0,027;0,087;0,027;-0,050;0,027;-0,027;0,027;0,117
0,027;0,043;0,027;-0,086;0,027;0,004;0,027;-0,178
0,028;-0,150;0,028;0,190;0,028;0,034;0,028;0,176
0,028;0,205;0,028;-0,230;0,028;-0,048;0,028;-0,104
0,028;-0,181;0,028;0,176;0,028;0,051;0,028;-0,006
0,028;0,091;0,028;-0,053;0,028;-0,026;0,028;0,121
0,028;0,048;0,028;-0,085;0,028;-0,005;0,028;-0,180
0,029;-0,148;0,029;0,192;0,029;0,033;0,029;0,179
0,029;0,211;0,029;-0,225;0,029;-0,047;0,029;-0,104
0,029;-0,179;0,029;0,177;0,029;0,047;0,029;-0,008
0,029;0,090;0,029;-0,054;0,029;-0,026;0,029;0,117
0,029;0,043;0,029;-0,083;0,029;0,002;0,029;-0,175
0,030;-0,147;0,030;0,191;0,030;0,035;0,030;0,179
0,030;0,207;0,030;-0,220;0,030;-0,049;0,030;-0,102
0,030;-0,177;0,030;0,174;0,030;0,053;0,030;-0,003
0,030;0,089;0,030;-0,056;0,030;-0,028;0,030;0,125
0,030;0,044;0,030;-0,079;0,030;4,761E-4;0,030;-0,174
0,031;-0,148;0,031;0,190;0,031;0,033;0,031;0,184
0,031;0,208;0,031;-0,223;0,031;-0,050;0,031;-0,096
0,031;-0,178;0,031;0,176;0,031;0,051;0,031;-0,004
0,031;0,088;0,031;-0,058;0,031;-0,028;0,031;0,120
0,031;0,044;0,031;-0,079;0,031;1,099E-4;0,031;-0,178
0,032;-0,149;0,032;0,188;0,032;0,031;0,032;0,179
0,032;0,208;0,032;-0,223;0,032;-0,050;0,032;-0,100
0,032;-0,175;0,032;0,178;0,032;0,048;0,032;-0,004
0,032;0,090;0,032;-0,058;0,032;-0,033;0,032;0,122
0,032;0,045;0,032;-0,074;0,032;-0,006;0,032;-0,180
0,033;-0,152;0,033;0,183;0,033;0,029;0,033;0,178
0,033;0,206;0,033;-0,215;0,033;-0,050;0,033;-0,100
0,033;-0,175;0,033;0,178;0,033;0,053;0,033;-0,006
0,033;0,085;0,033;-0,059;0,033;-0,030;0,033;0,121
0,033;0,040;0,033;-0,070;0,033;-0,002;0,033;-0,179
0,034;-0,150;0,034;0,185;0,034;0,034;0,034;0,177
0,034;0,208;0,034;-0,218;0,034;-0,051;0,034;-0,098
0,034;-0,174;0,034;0,182;0,034;0,047;0,034;-0,007
0,034;0,086;0,034;-0,060;0,034;-0,031;0,034;0,115
0,034;0,042;0,034;-0,070;0,034;4,761E-4;0,034;-0,182
0,035;-0,151;0,035;0,187;0,035;0,035;0,035;0,178
0,035;0,208;0,035;-0,213;0,035;-0,047;0,035;-0,102
0,035;-0,177;0,035;0,181;0,035;0,050;0,035;-0,007
0,035;0,088;0,035;-0,062;0,035;-0,026;0,035;0,117
0,035;0,043;0,035;-0,065;0,035;0,002;0,035;-0,178
0,036;-0,150;0,036;0,182;0,036;0,035;0,036;0,182
0,036;0,211;0,036;-0,216;0,036;-0,047;0,036;-0,094
0,036;-0,178;0,036;0,179;0,036;0,051;0,036;-0,004
0,036;0,088;0,036;-0,061;0,036;-0,027;0,036;0,125
0,036;0,043;0,036;-0,066;0,036;3,540E-4;0,036;-0,173
0,037;-0,152;0,037;0,185;0,037;0,034;0,037;0,182
0,037;0,205;0,037;-0,212;0,037;-0,047;0,037;-0,098
0,037;-0,178;0,037;0,181;0,037;0,049;0,037;-0,001
0,037;0,085;0,037;-0,066;0,037;-0,025;0,037;0,123
0,037;0,042;0,037;-0,067;0,037;-0,003;0,037;-0,177
0,038;-0,152;0,038;0,182;0,038;0,035;0,038;0,180
0,038;0,202;0,038;-0,211;0,038;-0,053;0,038;-0,100
0,038;-0,177;0,038;0,180;0,038;0,049;0,038;-0,005
0,038;0,084;0,038;-0,061;0,038;-0,025;0,038;0,123
0,038;0,043;0,038;-0,058;0,038;0,004;0,038;-0,178
0,039;-0,150;0,039;0,179;0,039;0,039;0,039;0,178
0,039;0,207;0,039;-0,214;0,039;-0,047;0,039;-0,099
0,039;-0,175;0,039;0,182;0,039;0,050;0,039;-0,006
0,039;0,085;0,039;-0,065;0,039;-0,025;0,039;0,121
0,039;0,044;0,039;-0,058;0,039;0,003;0,039;-0,183
0,040;-0,147;0,040;0,181;0,040;0,036;0,040;0,176
0,040;0,206;0,040;-0,209;0,040;-0,047;0,040;-0,103
0,040;-0,176;0,040;0,184;0,040;0,052;0,040;-0,015
0,040;0,085;0,040;-0,066;0,040;-0,022;0,040;0,115
0,040;0,045;0,040;-0,058;0,040;0,003;0,040;-0,185
0,041;-0,150;0,041;0,176;0,041;0,037;0,041;0,166
0,041;0,200;0,041;-0,209;0,041;-0,047;0,041;-0,108
0,041;-0,178;0,041;0,180;0,041;0,056;0,041;-0,014
0,041;0,090;0,041;-0,066;0,041;-0,020;0,041;0,119
0,041;0,041;0,041;-0,058;0,041;-7,446E-4;0,041;-0,187
0,042;-0,150;0,042;0,173;0,042;0,037;0,042;0,172
0,042;0,205;0,042;-0,208;0,042;-0,042;0,042;-0,109
0,042;-0,177;0,042;0,182;0,042;0,056;0,042;-0,011
0,042;0,083;0,042;-0,068;0,042;-0,024;0,042;0,119
0,042;0,042;0,042;-0,054;0,042;0,007;0,042;-0,186
0,043;-0,148;0,043;0,171;0,043;0,041;0,043;0,171
0,043;0,208;0,043;-0,207;0,043;-0,045;0,043;-0,105
0,043;-0,173;0,043;0,182;0,043;0,058;0,043;-0,017
0,043;0,088;0,043;-0,068;0,043;-0,023;0,043;0,120
0,043;0,041;0,043;-0,048;0,043;0,002;0,043;-0,184
0,044;-0,148;0,044;0,167;0,044;0,038;0,044;0,175
0,044;0,204;0,044;-0,209;0,044;-0,045;0,044;-0,098
0,044;-0,181;0,044;0,178;0,044;0,058;0,044;-0,006
0,044;0,086;0,044;-0,071;0,044;-0,026;0,044;0,122
0,044;0,045;0,044;-0,053;0,044;0,002;0,044;-0,176
0,045;-0,148;0,045;0,167;0,045;0,041;0,045;0,182
0,045;0,204;0,045;-0,205;0,045;-0,045;0,045;-0,102
0,045;-0,180;0,045;0,178;0,045;0,055;0,045;-0,006
0,045;0,083;0,045;-0,072;0,045;-0,025;0,045;0,126
0,045;0,040;0,045;-0,050;0,045;0,002;0,045;-0,181
0,046;-0,150;0,046;0,165;0,046;0,037;0,046;0,180
0,046;0,204;0,046;-0,202;0,046;-0,047;0,046;-0,101
0,046;-0,173;0,046;0,177;0,046;0,056;0,046;-0,006
0,046;0,085;0,046;-0,075;0,046;-0,023;0,046;0,124
0,046;0,042;0,046;-0,053;0,046;-1,221E-5;0,046;-0,176
0,047;-0,149;0,047;0,159;0,047;0,036;0,047;0,180
0,047;0,206;0,047;-0,202;0,047;-0,048;0,047;-0,098
0,047;-0,179;0,047;0,174;0,047;0,053;0,047;-0,006
0,047;0,086;0,047;-0,075;0,047;-0,026;0,047;0,119
0,047;0,042;0,047;-0,050;0,047;0,003;0,047;-0,182
0,048;-0,145;0,048;0,160;0,048;0,036;0,048;0,176
0,048;0,206;0,048;-0,202;0,048;-0,049;0,048;-0,100
0,048;-0,176;0,048;0,173;0,048;0,053;0,048;-0,009
0,048;0,085;0,048;-0,074;0,048;-0,030;0,048;0,116
0,048;0,044;0,048;-0,047;0,048;3,540E-4;0,048;-0,182
0,049;-0,147;0,049;0,157;0,049;0,035;0,049;0,175
0,049;0,204;0,049;-0,203;0,049;-0,050;0,049;-0,105
0,049;-0,177;0,049;0,173;0,049;0,053;0,049;-0,010
0,049;0,084;0,049;-0,075;0,049;-0,029;0,049;0,121
0,049;0,043;0,049;-0,049;0,049;-0,004;0,049;-0,181
0,050;-0,147;0,050;0,151;0,050;0,035;0,050;0,179
0,050;0,205;0,050;-0,201;0,050;-0,057;0,050;-0,102
0,050;-0,174;0,050;0,171;0,050;0,047;0,050;-0,004
0,050;0,086;0,050;-0,080;0,050;-0,030;0,050;0,120
0,050;0,044;0,050;-0,047;0,050;-0,003;0,050;-0,180
0,051;-0,148;0,051;0,149;0,051;0,031;0,051;0,179
0,051;0,202;0,051;-0,200;0,051;-0,053;0,051;-0,103
0,051;-0,175;0,051;0,172;0,051;0,048;0,051;-0,011
0,051;0,088;0,051;-0,079;0,051;-0,029;0,051;0,117
0,051;0,042;0,051;-0,046;0,051;-5,005E-4;0,051;-0,182
0,052;-0,145;0,052;0,147;0,052;0,034;0,052;0,180
0,052;0,202;0,052;-0,199;0,052;-0,052;0,052;-0,103
0,052;-0,176;0,052;0,169;0,052;0,049;0,052;-0,008
0,052;0,085;0,052;-0,075;0,052;-0,031;0,052;0,121
0,052;0,046;0,052;-0,049;0,052;-3,784E-4;0,052;-0,180
0,053;-0,149;0,053;0,144;0,053;0,033;0,053;0,178
0,053;0,202;0,053;-0,196;0,053;-0,052;0,053;-0,098
0,053;-0,171;0,053;0,170;0,053;0,049;0,053;-0,007
0,053;0,083;0,053;-0,075;0,053;-0,032;0,053;0,112
0,053;0,044;0,053;-0,039;0,053;-0,004;0,053;-0,182
0,054;-0,146;0,054;0,144;0,054;0,034;0,054;0,176
0,054;0,206;0,054;-0,198;0,054;-0,054;0,054;-0,107
0,054;-0,173;0,054;0,165;0,054;0,050;0,054;-0,014
0,054;0,079;0,054;-0,077;0,054;-0,030;0,054;0,115
0,054;0,041;0,054;-0,042;0,054;-0,003;0,054;-0,188
0,055;-0,147;0,055;0,139;0,055;0,034;0,055;0,172
0,055;0,205;0,055;-0,197;0,055;-0,051;0,055;-0,108
0,055;-0,173;0,055;0,168;0,055;0,053;0,055;-0,015
0,055;0,086;0,055;-0,080;0,055;-0,030;0,055;0,120
0,055;0,046;0,055;-0,040;0,055;-7,446E-4;0,055;-0,180
0,056;-0,150;0,056;0,138;0,056;0,032;0,056;0,172
0,056;0,206;0,056;-0,191;0,056;-0,053;0,056;-0,098
0,056;-0,169;0,056;0,169;0,056;0,054;0,056;-0,010
0,056;0,082;0,056;-0,083;0,056;-0,029;0,056;0,123
0,056;0,045;0,056;-0,042;0,056;-0,002;0,056;-0,180
0,057;-0,149;0,057;0,138;0,057;0,031;0,057;0,177
0,057;0,201;0,057;-0,189;0,057;-0,051;0,057;-0,101
0,057;-0,171;0,057;0,164;0,057;0,054;0,057;-0,010
0,057;0,083;0,057;-0,081;0,057;-0,030;0,057;0,125
0,057;0,043;0,057;-0,037;0,057;0,002;0,057;-0,175
0,058;-0,148;0,058;0,135;0,058;0,035;0,058;0,182
0,058;0,202;0,058;-0,187;0,058;-0,050;0,058;-0,099
0,058;-0,174;0,058;0,164;0,058;0,052;0,058;-0,010
0,058;0,083;0,058;-0,081;0,058;-0,028;0,058;0,124
0,058;0,045;0,058;-0,036;0,058;-0,001;0,058;-0,183
0,059;-0,152;0,059;0,137;0,059;0,030;0,059;0,178
0,059;0,208;0,059;-0,186;0,059;-0,050;0,059;-0,094
0,059;-0,169;0,059;0,163;0,059;0,050;0,059;-0,008
0,059;0,082;0,059;-0,079;0,059;-0,032;0,059;0,124
0,059;0,042;0,059;-0,030;0,059;2,319E-4;0,059;-0,179
0,060;-0,147;0,060;0,133;0,060;0,031;0,060;0,177
0,060;0,204;0,060;-0,183;0,060;-0,051;0,060;-0,095
0,060;-0,168;0,060;0,161;0,060;0,051;0,060;-0,009
0,060;0,088;0,060;-0,076;0,060;-0,032;0,060;0,122
0,060;0,045;0,060;-0,030;0,060;7,202E-4;0,060;-0,178
0,061;-0,143;0,061;0,130;0,061;0,034;0,061;0,176
0,061;0,203;0,061;-0,180;0,061;-0,054;0,061;-0,099
0,061;-0,168;0,061;0,162;0,061;0,052;0,061;-0,010
0,061;0,083;0,061;-0,081;0,061;-0,033;0,061;0,124
0,061;0,041;0,061;-0,029;0,061;-6,226E-4;0,061;-0,183
0,062;-0,147;0,062;0,131;0,062;0,033;0,062;0,172
0,062;0,201;0,062;-0,178;0,062;-0,052;0,062;-0,102
0,062;-0,174;0,062;0,162;0,062;0,055;0,062;-0,015
0,062;0,080;0,062;-0,077;0,062;-0,029;0,062;0,121
0,062;0,041;0,062;-0,027;0,062;-0,005;0,062;-0,182
0,063;-0,148;0,063;0,131;0,063;0,033;0,063;0,172
0,063;0,199;0,063;-0,176;0,063;-0,050;0,063;-0,102
0,063;-0,170;0,063;0,163;0,063;0,051;0,063;-0,017
0,063;0,084;0,063;-0,078;0,063;-0,030;0,063;0,120
0,063;0,046;0,063;-0,026;0,063;-0,003;0,063;-0,184
0,064;-0,146;0,064;0,131;0,064;0,032;0,064;0,174
0,064;0,200;0,064;-0,172;0,064;-0,052;0,064;-0,100
0,064;-0,170;0,064;0,159;0,064;0,054;0,064;-0,010
0,064;0,077;0,064;-0,077;0,064;-0,027;0,064;0,127
0,064;0,043;0,064;-0,025;0,064;-0,001;0,064;-0,179
0,065;-0,149;0,065;0,126;0,065;0,034;0,065;0,180
0,065;0,196;0,065;-0,172;0,065;-0,049;0,065;-0,097
0,065;-0,173;0,065;0,160;0,065;0,053;0,065;-0,005
0,065;0,082;0,065;-0,078;0,065;-0,030;0,065;0,127
0,065;0,044;0,065;-0,027;0,065;-0,002;0,065;-0,177
0,066;-0,155;0,066;0,125;0,066;0,037;0,066;0,178
0,066;0,197;0,066;-0,167;0,066;-0,050;0,066;-0,094
0,066;-0,171;0,066;0,157;0,066;0,054;0,066;-0,009
0,066;0,078;0,066;-0,078;0,066;-0,029;0,066;0,125
0,066;0,042;0,066;-0,023;0,066;0,001;0,066;-0,181
0,067;-0,145;0,067;0,119;0,067;0,037;0,067;0,178
0,067;0,201;0,067;-0,169;0,067;-0,049;0,067;-0,096
0,067;-0,171;0,067;0,159;0,067;0,052;0,067;-0,008
0,067;0,079;0,067;-0,078;0,067;-0,027;0,067;0,127
0,067;0,047;0,067;-0,023;0,067;0,004;0,067;-0,179
0,068;-0,143;0,068;0,120;0,068;0,036;0,068;0,178
0,068;0,199;0,068;-0,167;0,068;-0,052;0,068;-0,094
0,068;-0,172;0,068;0,153;0,068;0,049;0,068;-0,005
0,068;0,078;0,068;-0,073;0,068;-0,030;0,068;0,125
0,068;0,043;0,068;-0,021;0,068;2,319E-4;0,068;-0,181
0,069;-0,148;0,069;0,119;0,069;0,037;0,069;0,177
0,069;0,203;0,069;-0,164;0,069;-0,050;0,069;-0,096
0,069;-0,171;0,069;0,154;0,069;0,051;0,069;-0,006
0,069;0,082;0,069;-0,075;0,069;-0,030;0,069;0,124
0,069;0,046;0,069;-0,021;0,069;-0,002;0,069;-0,178
0,070;-0,148;0,070;0,120;0,070;0,031;0,070;0,177
0,070;0,203;0,070;-0,156;0,070;-0,052;0,070;-0,101
0,070;-0,167;0,070;0,151;0,070;0,048;0,070;-0,009
0,070;0,083;0,070;-0,074;0,070;-0,031;0,070;0,118
0,070;0,049;0,070;-0,021;0,070;-6,226E-4;0,070;-0,182
0,071;-0,144;0,071;0,117;0,071;0,034;0,071;0,175
0,071;0,198;0,071;-0,158;0,071;-0,048;0,071;-0,097
0,071;-0,172;0,071;0,150;0,071;0,054;0,071;-0,006
0,071;0,085;0,071;-0,075;0,071;-0,028;0,071;0,120
0,071;0,038;0,071;-0,018;0,071;0,003;0,071;-0,180
0,072;-0,165;0,072;0,117;0,072;0,037;0,072;0,180
0,072;0,183;0,072;-0,155;0,072;-0,050;0,072;-0,099
0,072;-0,178;0,072;0,149;0,072;0,056;0,072;-0,006
0,072;0,073;0,072;-0,073;0,072;-0,029;0,072;0,125
0,072;0,048;0,072;-0,017;0,072;0,005;0,072;-0,178
0,073;-0,145;0,073;0,113;0,073;0,035;0,073;0,177
0,073;0,200;0,073;-0,152;0,073;-0,050;0,073;-0,096
0,073;-0,171;0,073;0,145;0,073;0,055;0,073;-0,007
0,073;0,086;0,073;-0,076;0,073;-0,029;0,073;0,124
0,073;0,062;0,073;-0,019;0,073;0,001;0,073;-0,176
0,074;-0,140;0,074;0,110;0,074;0,036;0,074;0,178
0,074;0,202;0,074;-0,150;0,074;-0,049;0,074;-0,099
0,074;-0,167;0,074;0,143;0,074;0,054;0,074;-0,008
0,074;0,082;0,074;-0,073;0,074;-0,032;0,074;0,123
0,074;0,035;0,074;-0,017;0,074;7,202E-4;0,074;-0,179
0,075;-0,152;0,075;0,110;0,075;0,035;0,075;0,176
0,075;0,193;0,075;-0,150;0,075;-0,049;0,075;-0,102
0,075;-0,168;0,075;0,140;0,075;0,054;0,075;-0,009
0,075;0,086;0,075;-0,071;0,075;-0,027;0,075;0,124
0,075;0,054;0,075;-0,015;0,075;0,004;0,075;-0,182
0,076;-0,143;0,076;0,109;0,076;0,036;0,076;0,175
0,076;0,198;0,076;-0,147;0,076;-0,046;0,076;-0,100
0,076;-0,166;0,076;0,140;0,076;0,054;0,076;-0,012
0,076;0,078;0,076;-0,072;0,076;-0,029;0,076;0,121
0,076;0,052;0,076;-0,021;0,076;0,002;0,076;-0,182
0,077;-0,145;0,077;0,105;0,077;0,033;0,077;0,177
0,077;0,199;0,077;-0,148;0,077;-0,048;0,077;-0,099
0,077;-0,168;0,077;0,137;0,077;0,053;0,077;-0,015
0,077;0,081;0,077;-0,072;0,077;-0,031;0,077;0,123
0,077;0,045;0,077;-0,021;0,077;5,981E-4;0,077;-0,180
0,078;-0,139;0,078;0,106;0,078;0,036;0,078;0,177
0,078;0,208;0,078;-0,145;0,078;-0,047;0,078;-0,098
0,078;-0,165;0,078;0,137;0,078;0,055;0,078;-0,015
0,078;0,085;0,078;-0,067;0,078;-0,026;0,078;0,126
0,078;0,051;0,078;-0,017;0,078;0,004;0,078;-0,181
0,079;-0,144;0,079;0,104;0,079;0,032;0,079;0,174
0,079;0,202;0,079;-0,139;0,079;-0,052;0,079;-0,102
0,079;-0,169;0,079;0,135;0,079;0,055;0,079;-0,013
0,079;0,079;0,079;-0,069;0,079;-0,029;0,079;0,125
0,079;0,050;0,079;-0,012;0,079;7,202E-4;0,079;-0,182
0,080;-0,143;0,080;0,104;0,080;0,034;0,080;0,177
