"Time (s) Run #1";"Sound Intensity, Ch B (V) Run #1";"Time (s) Run #2";"Sound Intensity, Ch B (V) Run #2";"Time (s) Run #3";"Sound Intensity, Ch B (V) Run #3";"Time (s) Run #4";"Sound Intensity, Ch B (V) Run #4"
4,579;-0,191;4,579;-0,079;4,579;0,045;4,579;0,063
4,579;0,141;4,579;-0,007;4,579;-0,014;4,579;-0,143
4,579;-0,043;4,579;0,110;4,579;-0,015;4,579;0,184
4,579;-0,078;4,579;-0,145;4,579;0,045;4,579;-0,144
4,579;0,164;4,579;0,152;4,579;-0,051;4,579;0,052
4,580;-0,192;4,580;-0,079;4,580;0,047;4,580;0,062
4,580;0,142;4,580;-0,010;4,580;-0,014;4,580;-0,142
4,580;-0,041;4,580;0,110;4,580;-0,017;4,580;0,180
4,580;-0,078;4,580;-0,150;4,580;0,049;4,580;-0,140
4,580;0,167;4,580;0,148;4,580;-0,052;4,580;0,054
4,581;-0,189;4,581;-0,079;4,581;0,047;4,581;0,061
4,581;0,142;4,581;-0,014;4,581;-0,016;4,581;-0,138
4,581;-0,040;4,581;0,106;4,581;-0,011;4,581;0,182
4,581;-0,074;4,581;-0,151;4,581;0,050;4,581;-0,142
4,581;0,165;4,581;0,147;4,581;-0,054;4,581;0,057
4,582;-0,191;4,582;-0,083;4,582;0,044;4,582;0,059
4,582;0,148;4,582;-0,010;4,582;-0,012;4,582;-0,141
4,582;-0,038;4,582;0,103;4,582;-0,018;4,582;0,183
4,582;-0,078;4,582;-0,151;4,582;0,050;4,582;-0,142
4,582;0,163;4,582;0,150;4,582;-0,055;4,582;0,051
4,583;-0,190;4,583;-0,082;4,583;0,043;4,583;0,059
4,583;0,147;4,583;-0,012;4,583;-0,018;4,583;-0,141
4,583;-0,040;4,583;0,110;4,583;-0,014;4,583;0,178
4,583;-0,079;4,583;-0,151;4,583;0,050;4,583;-0,143
4,583;0,167;4,583;0,150;4,583;-0,056;4,583;0,053
4,584;-0,191;4,584;-0,079;4,584;0,048;4,584;0,061
4,584;0,144;4,584;-0,011;4,584;-0,016;4,584;-0,144
4,584;-0,042;4,584;0,108;4,584;-0,019;4,584;0,184
4,584;-0,077;4,584;-0,152;4,584;0,048;4,584;-0,141
4,584;0,168;4,584;0,151;4,584;-0,049;4,584;0,056
4,585;-0,190;4,585;-0,077;4,585;0,047;4,585;0,061
4,585;0,146;4,585;-0,013;4,585;-0,017;4,585;-0,143
4,585;-0,038;4,585;0,107;4,585;-0,020;4,585;0,178
4,585;-0,077;4,585;-0,155;4,585;0,046;4,585;-0,143
4,585;0,171;4,585;0,149;4,585;-0,056;4,585;0,048
4,586;-0,186;4,586;-0,081;4,586;0,044;4,586;0,060
4,586;0,146;4,586;-0,015;4,586;-0,018;4,586;-0,142
4,586;-0,038;4,586;0,104;4,586;-0,016;4,586;0,180
4,586;-0,075;4,586;-0,148;4,586;0,047;4,586;-0,142
4,586;0,170;4,586;0,148;4,586;-0,056;4,586;0,053
4,587;-0,184;4,587;-0,080;4,587;0,046;4,587;0,064
4,587;0,146;4,587;-0,011;4,587;-0,016;4,587;-0,147
4,587;-0,038;4,587;0,107;4,587;-0,018;4,587;0,178
4,587;-0,071;4,587;-0,153;4,587;0,046;4,587;-0,139
4,587;0,169;4,587;0,148;4,587;-0,058;4,587;0,057
4,588;-0,188;4,588;-0,082;4,588;0,044;4,588;0,060
4,588;0,147;4,588;-0,014;4,588;-0,017;4,588;-0,146
4,588;-0,036;4,588;0,101;4,588;-0,019;4,588;0,181
4,588;-0,078;4,588;-0,156;4,588;0,047;4,588;-0,139
4,588;0,169;4,588;0,144;4,588;-0,054;4,588;0,054
4,589;-0,186;4,589;-0,084;4,589;0,044;4,589;0,060
4,589;0,146;4,589;-0,014;4,589;-0,017;4,589;-0,150
4,589;-0,036;4,589;0,103;4,589;-0,016;4,589;0,178
4,589;-0,073;4,589;-0,157;4,589;0,051;4,589;-0,144
4,589;0,174;4,589;0,142;4,589;-0,049;4,589;0,055
4,590;-0,188;4,590;-0,084;4,590;0,046;4,590;0,058
4,590;0,146;4,590;-0,012;4,590;-0,016;4,590;-0,146
4,590;-0,035;4,590;0,102;4,590;-0,020;4,590;0,181
4,590;-0,073;4,590;-0,158;4,590;0,046;4,590;-0,141
4,590;0,172;4,590;0,143;4,590;-0,059;4,590;0,048
4,591;-0,186;4,591;-0,082;4,591;0,047;4,591;0,060
4,591;0,149;4,591;-0,016;4,591;-0,018;4,591;-0,146
4,591;-0,036;4,591;0,100;4,591;-0,024;4,591;0,180
4,591;-0,072;4,591;-0,155;4,591;0,043;4,591;-0,140
4,591;0,171;4,591;0,144;4,591;-0,053;4,591;0,052
4,592;-0,188;4,592;-0,083;4,592;0,045;4,592;0,065
4,592;0,144;4,592;-0,012;4,592;-0,015;4,592;-0,148
4,592;-0,037;4,592;0,105;4,592;-0,019;4,592;0,178
4,592;-0,076;4,592;-0,154;4,592;0,046;4,592;-0,138
4,592;0,171;4,592;0,147;4,592;-0,056;4,592;0,051
4,593;-0,189;4,593;-0,083;4,593;0,049;4,593;0,064
4,593;0,147;4,593;-0,010;4,593;-0,009;4,593;-0,149
4,593;-0,039;4,593;0,106;4,593;-0,018;4,593;0,180
4,593;-0,078;4,593;-0,156;4,593;0,048;4,593;-0,139
4,593;0,168;4,593;0,147;4,593;-0,052;4,593;0,050
4,594;-0,185;4,594;-0,080;4,594;0,044;4,594;0,065
4,594;0,146;4,594;-0,013;4,594;-0,011;4,594;-0,147
4,594;-0,042;4,594;0,101;4,594;-0,015;4,594;0,178
4,594;-0,077;4,594;-0,153;4,594;0,046;4,594;-0,141
4,594;0,174;4,594;0,151;4,594;-0,054;4,594;0,051
4,595;-0,191;4,595;-0,084;4,595;0,041;4,595;0,061
4,595;0,146;4,595;-0,008;4,595;-0,014;4,595;-0,148
4,595;-0,036;4,595;0,105;4,595;-0,017;4,595;0,175
4,595;-0,069;4,595;-0,151;4,595;0,048;4,595;-0,143
4,595;0,169;4,595;0,152;4,595;-0,053;4,595;0,048
4,596;-0,184;4,596;-0,080;4,596;0,049;4,596;0,061
4,596;0,147;4,596;-0,011;4,596;-0,012;4,596;-0,145
4,596;-0,040;4,596;0,106;4,596;-0,013;4,596;0,180
4,596;-0,079;4,596;-0,149;4,596;0,046;4,596;-0,143
4,596;0,163;4,596;0,152;4,596;-0,053;4,596;0,052
4,597;-0,185;4,597;-0,077;4,597;0,046;4,597;0,064
4,597;0,145;4,597;-0,010;4,597;-0,016;4,597;-0,149
4,597;-0,038;4,597;0,109;4,597;-0,019;4,597;0,182
4,597;-0,077;4,597;-0,149;4,597;0,047;4,597;-0,141
4,597;0,171;4,597;0,150;4,597;-0,050;4,597;0,051
4,598;-0,188;4,598;-0,078;4,598;0,049;4,598;0,061
4,598;0,142;4,598;-0,005;4,598;-0,016;4,598;-0,151
4,598;-0,040;4,598;0,104;4,598;-0,016;4,598;0,179
4,598;-0,081;4,598;-0,155;4,598;0,046;4,598;-0,143
4,598;0,166;4,598;0,151;4,598;-0,059;4,598;0,052
4,599;-0,187;4,599;-0,079;4,599;0,047;4,599;0,059
4,599;0,145;4,599;-0,012;4,599;-0,017;4,599;-0,149
4,599;-0,038;4,599;0,110;4,599;-0,015;4,599;0,177
4,599;-0,077;4,599;-0,150;4,599;0,048;4,599;-0,145
4,599;0,168;4,599;0,146;4,599;-0,055;4,599;0,052
4,600;-0,185;4,600;-0,082;4,600;0,049;4,600;0,060
4,600;0,147;4,600;-0,010;4,600;-0,016;4,600;-0,149
4,600;-0,039;4,600;0,107;4,600;-0,017;4,600;0,177
4,600;-0,079;4,600;-0,151;4,600;0,045;4,600;-0,144
4,600;0,173;4,600;0,146;4,600;-0,055;4,600;0,050
4,601;-0,187;4,601;-0,087;4,601;0,047;4,601;0,061
4,601;0,142;4,601;-0,013;4,601;-0,013;4,601;-0,151
4,601;-0,034;4,601;0,104;4,601;-0,014;4,601;0,176
4,601;-0,079;4,601;-0,157;4,601;0,046;4,601;-0,145
4,601;0,168;4,601;0,145;4,601;-0,053;4,601;0,050
4,602;-0,191;4,602;-0,085;4,602;0,044;4,602;0,057
4,602;0,142;4,602;-0,015;4,602;-0,017;4,602;-0,151
4,602;-0,038;4,602;0,101;4,602;-0,018;4,602;0,176
4,602;-0,081;4,602;-0,154;4,602;0,055;4,602;-0,144
4,602;0,170;4,602;0,144;4,602;-0,051;4,602;0,049
4,603;-0,186;4,603;-0,084;4,603;0,047;4,603;0,058
4,603;0,145;4,603;-0,011;4,603;-0,017;4,603;-0,151
4,603;-0,040;4,603;0,104;4,603;-0,018;4,603;0,182
4,603;-0,076;4,603;-0,157;4,603;0,049;4,603;-0,137
4,603;0,172;4,603;0,146;4,603;-0,052;4,603;0,051
4,604;-0,188;4,604;-0,082;4,604;0,048;4,604;0,059
4,604;0,148;4,604;-0,014;4,604;-0,014;4,604;-0,144
4,604;-0,038;4,604;0,106;4,604;-0,021;4,604;0,183
4,604;-0,080;4,604;-0,156;4,604;0,050;4,604;-0,138
4,604;0,169;4,604;0,144;4,604;-0,056;4,604;0,055
4,605;-0,183;4,605;-0,083;4,605;0,048;4,605;0,064
4,605;0,145;4,605;-0,017;4,605;-0,013;4,605;-0,145
4,605;-0,039;4,605;0,106;4,605;-0,016;4,605;0,182
4,605;-0,078;4,605;-0,159;4,605;0,048;4,605;-0,142
4,605;0,170;4,605;0,149;4,605;-0,054;4,605;0,055
4,606;-0,187;4,606;-0,082;4,606;0,046;4,606;0,063
4,606;0,147;4,606;-0,015;4,606;-0,010;4,606;-0,150
4,606;-0,037;4,606;0,103;4,606;-0,014;4,606;0,181
4,606;-0,079;4,606;-0,153;4,606;0,051;4,606;-0,139
4,606;0,171;4,606;0,145;4,606;-0,053;4,606;0,052
4,607;-0,186;4,607;-0,083;4,607;0,043;4,607;0,065
4,607;0,143;4,607;-0,018;4,607;-0,013;4,607;-0,146
4,607;-0,037;4,607;0,105;4,607;-0,011;4,607;0,181
4,607;-0,079;4,607;-0,152;4,607;0,051;4,607;-0,138
4,607;0,173;4,607;0,146;4,607;-0,054;4,607;0,052
4,608;-0,187;4,608;-0,084;4,608;0,047;4,608;0,062
4,608;0,145;4,608;-0,019;4,608;-0,018;4,608;-0,150
4,608;-0,038;4,608;0,105;4,608;-0,017;4,608;0,182
4,608;-0,076;4,608;-0,155;4,608;0,048;4,608;-0,141
4,608;0,169;4,608;0,140;4,608;-0,056;4,608;0,051
4,609;-0,185;4,609;-0,086;4,609;0,048;4,609;0,062
4,609;0,146;4,609;-0,016;4,609;-0,015;4,609;-0,146
4,609;-0,035;4,609;0,105;4,609;-0,019;4,609;0,180
4,609;-0,078;4,609;-0,161;4,609;0,046;4,609;-0,140
4,609;0,171;4,609;0,143;4,609;-0,058;4,609;0,049
4,610;-0,187;4,610;-0,087;4,610;0,047;4,610;0,062
4,610;0,146;4,610;-0,018;4,610;-0,014;4,610;-0,149
4,610;-0,036;4,610;0,099;4,610;-0,017;4,610;0,180
4,610;-0,076;4,610;-0,155;4,610;0,046;4,610;-0,133
4,610;0,166;4,610;0,147;4,610;-0,053;4,610;0,050
4,611;-0,187;4,611;-0,087;4,611;0,048;4,611;0,063
4,611;0,141;4,611;-0,022;4,611;-0,015;4,611;-0,146
4,611;-0,035;4,611;0,102;4,611;-0,015;4,611;0,178
4,611;-0,077;4,611;-0,156;4,611;0,049;4,611;-0,139
4,611;0,174;4,611;0,141;4,611;-0,054;4,611;0,045
4,612;-0,190;4,612;-0,082;4,612;0,043;4,612;0,062
4,612;0,145;4,612;-0,014;4,612;-0,014;4,612;-0,146
4,612;-0,036;4,612;0,103;4,612;-0,015;4,612;0,181
4,612;-0,079;4,612;-0,154;4,612;0,049;4,612;-0,141
4,612;0,170;4,612;0,150;4,612;-0,055;4,612;0,049
4,613;-0,186;4,613;-0,082;4,613;0,044;4,613;0,067
4,613;0,144;4,613;-0,015;4,613;-0,013;4,613;-0,143
4,613;-0,039;4,613;0,108;4,613;-0,018;4,613;0,183
4,613;-0,078;4,613;-0,155;4,613;0,046;4,613;-0,140
4,613;0,168;4,613;0,147;4,613;-0,051;4,613;0,048
4,614;-0,190;4,614;-0,079;4,614;0,050;4,614;0,064
4,614;0,141;4,614;-0,010;4,614;-0,013;4,614;-0,145
4,614;-0,040;4,614;0,109;4,614;-0,017;4,614;0,184
4,614;-0,079;4,614;-0,154;4,614;0,048;4,614;-0,136
4,614;0,166;4,614;0,146;4,614;-0,053;4,614;0,053
4,615;-0,191;4,615;-0,077;4,615;0,047;4,615;0,067
4,615;0,142;4,615;-0,008;4,615;-0,016;4,615;-0,145
4,615;-0,038;4,615;0,107;4,615;-0,017;4,615;0,182
4,615;-0,080;4,615;-0,150;4,615;0,053;4,615;-0,140
4,615;0,168;4,615;0,152;4,615;-0,054;4,615;0,052
4,616;-0,190;4,616;-0,075;4,616;0,043;4,616;0,064
4,616;0,142;4,616;-0,007;4,616;-0,014;4,616;-0,146
4,616;-0,040;4,616;0,108;4,616;-0,014;4,616;0,182
4,616;-0,081;4,616;-0,148;4,616;0,047;4,616;-0,137
4,616;0,169;4,616;0,151;4,616;-0,052;4,616;0,054
4,617;-0,195;4,617;-0,079;4,617;0,043;4,617;0,067
4,617;0,143;4,617;-0,006;4,617;-0,014;4,617;-0,146
4,617;-0,041;4,617;0,111;4,617;-0,014;4,617;0,185
4,617;-0,080;4,617;-0,147;4,617;0,045;4,617;-0,137
4,617;0,163;4,617;0,156;4,617;-0,055;4,617;0,054
4,618;-0,194;4,618;-0,075;4,618;0,040;4,618;0,069
4,618;0,138;4,618;-0,010;4,618;-0,016;4,618;-0,147
4,618;-0,042;4,618;0,110;4,618;-0,016;4,618;0,182
4,618;-0,082;4,618;-0,145;4,618;0,047;4,618;-0,139
4,618;0,165;4,618;0,152;4,618;-0,057;4,618;0,053
4,619;-0,191;4,619;-0,076;4,619;0,041;4,619;0,066
4,619;0,139;4,619;-0,006;4,619;-0,018;4,619;-0,147
4,619;-0,034;4,619;0,110;4,619;-0,022;4,619;0,183
4,619;-0,077;4,619;-0,152;4,619;0,049;4,619;-0,136
4,619;0,165;4,619;0,148;4,619;-0,052;4,619;0,049
4,620;-0,191;4,620;-0,079;4,620;0,048;4,620;0,062
4,620;0,141;4,620;-0,008;4,620;-0,014;4,620;-0,143
4,620;-0,039;4,620;0,108;4,620;-0,019;4,620;0,187
4,620;-0,080;4,620;-0,151;4,620;0,045;4,620;-0,136
4,620;0,167;4,620;0,151;4,620;-0,055;4,620;0,054
4,621;-0,192;4,621;-0,079;4,621;0,049;4,621;0,066
4,621;0,140;4,621;-0,011;4,621;-0,015;4,621;-0,146
4,621;-0,036;4,621;0,105;4,621;-0,015;4,621;0,181
4,621;-0,077;4,621;-0,152;4,621;0,048;4,621;-0,137
4,621;0,168;4,621;0,154;4,621;-0,057;4,621;0,049
4,622;-0,191;4,622;-0,079;4,622;0,049;4,622;0,062
4,622;0,140;4,622;-0,011;4,622;-0,017;4,622;-0,145
4,622;-0,037;4,622;0,109;4,622;-0,020;4,622;0,184
4,622;-0,079;4,622;-0,150;4,622;0,046;4,622;-0,140
4,622;0,173;4,622;0,150;4,622;-0,054;4,622;0,050
4,623;-0,189;4,623;-0,080;4,623;0,047;4,623;0,071
4,623;0,139;4,623;-0,012;4,623;-0,016;4,623;-0,144
4,623;-0,034;4,623;0,107;4,623;-0,015;4,623;0,183
4,623;-0,080;4,623;-0,148;4,623;0,047;4,623;-0,140
4,623;0,168;4,623;0,147;4,623;-0,053;4,623;0,054
4,624;-0,189;4,624;-0,079;4,624;0,046;4,624;0,068
4,624;0,137;4,624;-0,010;4,624;-0,015;4,624;-0,144
4,624;-0,035;4,624;0,109;4,624;-0,016;4,624;0,181
4,624;-0,082;4,624;-0,151;4,624;0,047;4,624;-0,138
4,624;0,171;4,624;0,151;4,624;-0,053;4,624;0,051
4,625;-0,193;4,625;-0,079;4,625;0,042;4,625;0,067
4,625;0,143;4,625;-0,009;4,625;-0,016;4,625;-0,147
4,625;-0,037;4,625;0,104;4,625;-0,017;4,625;0,178
4,625;-0,083;4,625;-0,154;4,625;0,050;4,625;-0,141
4,625;0,167;4,625;0,147;4,625;-0,051;4,625;0,049
4,626;-0,191;4,626;-0,076;4,626;0,046;4,626;0,065
4,626;0,140;4,626;-0,013;4,626;-0,019;4,626;-0,148
4,626;-0,035;4,626;0,103;4,626;-0,013;4,626;0,182
4,626;-0,085;4,626;-0,153;4,626;0,048;4,626;-0,138
4,626;0,170;4,626;0,145;4,626;-0,055;4,626;0,049
4,627;-0,191;4,627;-0,079;4,627;0,048;4,627;0,064
4,627;0,141;4,627;-0,015;4,627;-0,014;4,627;-0,145
4,627;-0,035;4,627;0,106;4,627;-0,014;4,627;0,183
4,627;-0,080;4,627;-0,152;4,627;0,046;4,627;-0,135
4,627;0,164;4,627;0,145;4,627;-0,055;4,627;0,052
4,628;-0,190;4,628;-0,079;4,628;0,051;4,628;0,066
4,628;0,140;4,628;-0,014;4,628;-0,012;4,628;-0,145
4,628;-0,033;4,628;0,103;4,628;-0,019;4,628;0,182
4,628;-0,083;4,628;-0,153;4,628;0,047;4,628;-0,139
4,628;0,169;4,628;0,147;4,628;-0,054;4,628;0,049
4,629;-0,188;4,629;-0,084;4,629;0,047;4,629;0,067
4,629;0,143;4,629;-0,017;4,629;-0,013;4,629;-0,149
4,629;-0,035;4,629;0,108;4,629;-0,015;4,629;0,183
4,629;-0,083;4,629;-0,152;4,629;0,045;4,629;-0,140
4,629;0,168;4,629;0,147;4,629;-0,055;4,629;0,048
4,630;-0,188;4,630;-0,079;4,630;0,042;4,630;0,063
4,630;0,143;4,630;-0,013;4,630;-0,019;4,630;-0,150
4,630;-0,036;4,630;0,105;4,630;-0,017;4,630;0,182
4,630;-0,081;4,630;-0,152;4,630;0,045;4,630;-0,141
4,630;0,173;4,630;0,146;4,630;-0,053;4,630;0,046
4,631;-0,186;4,631;-0,081;4,631;0,040;4,631;0,061
4,631;0,144;4,631;-0,016;4,631;-0,015;4,631;-0,150
4,631;-0,032;4,631;0,105;4,631;-0,018;4,631;0,181
4,631;-0,081;4,631;-0,154;4,631;0,048;4,631;-0,140
4,631;0,172;4,631;0,143;4,631;-0,056;4,631;0,047
4,632;-0,185;4,632;-0,082;4,632;0,045;4,632;0,064
4,632;0,143;4,632;-0,014;4,632;-0,018;4,632;-0,153
4,632;-0,029;4,632;0,109;4,632;-0,020;4,632;0,177
4,632;-0,075;4,632;-0,154;4,632;0,047;4,632;-0,141
4,632;0,174;4,632;0,146;4,632;-0,054;4,632;0,046
4,633;-0,189;4,633;-0,078;4,633;0,046;4,633;0,065
4,633;0,143;4,633;-0,015;4,633;-0,013;4,633;-0,150
4,633;-0,033;4,633;0,109;4,633;-0,021;4,633;0,178
4,633;-0,077;4,633;-0,151;4,633;0,042;4,633;-0,138
4,633;0,176;4,633;0,145;4,633;-0,055;4,633;0,048
4,634;-0,185;4,634;-0,075;4,634;0,048;4,634;0,067
4,634;0,144;4,634;-0,012;4,634;-0,013;4,634;-0,151
4,634;-0,037;4,634;0,107;4,634;-0,016;4,634;0,183
4,634;-0,080;4,634;-0,154;4,634;0,045;4,634;-0,139
4,634;0,173;4,634;0,147;4,634;-0,056;4,634;0,047
4,635;-0,188;4,635;-0,076;4,635;0,045;4,635;0,067
4,635;0,147;4,635;-0,013;4,635;-0,013;4,635;-0,151
4,635;-0,033;4,635;0,107;4,635;-0,015;4,635;0,184
4,635;-0,075;4,635;-0,152;4,635;0,046;4,635;-0,136
4,635;0,171;4,635;0,146;4,635;-0,053;4,635;0,046
4,636;-0,188;4,636;-0,082;4,636;0,043;4,636;0,067
4,636;0,144;4,636;-0,010;4,636;-0,019;4,636;-0,146
4,636;-0,033;4,636;0,109;4,636;-0,018;4,636;0,182
4,636;-0,079;4,636;-0,150;4,636;0,050;4,636;-0,137
4,636;0,173;4,636;0,149;4,636;-0,055;4,636;0,046
4,637;-0,188;4,637;-0,081;4,637;0,042;4,637;0,065
4,637;0,144;4,637;-0,016;4,637;-0,019;4,637;-0,147
4,637;-0,033;4,637;0,104;4,637;-0,016;4,637;0,180
4,637;-0,079;4,637;-0,156;4,637;0,047;4,637;-0,140
4,637;0,171;4,637;0,146;4,637;-0,052;4,637;0,048
4,638;-0,185;4,638;-0,081;4,638;0,047;4,638;0,066
4,638;0,141;4,638;-0,012;4,638;-0,017;4,638;-0,149
4,638;-0,029;4,638;0,097;4,638;-0,016;4,638;0,180
4,638;-0,077;4,638;-0,157;4,638;0,048;4,638;-0,138
4,638;0,176;4,638;0,142;4,638;-0,052;4,638;0,047
4,639;-0,186;4,639;-0,082;4,639;0,050;4,639;0,063
4,639;0,146;4,639;-0,015;4,639;-0,016;4,639;-0,150
4,639;-0,026;4,639;0,106;4,639;-0,020;4,639;0,179
4,639;-0,079;4,639;-0,157;4,639;0,050;4,639;-0,140
4,639;0,172;4,639;0,147;4,639;-0,051;4,639;0,046
4,640;-0,183;4,640;-0,078;4,640;0,046;4,640;0,065
4,640;0,142;4,640;-0,013;4,640;-0,015;4,640;-0,153
4,640;-0,034;4,640;0,106;4,640;-0,016;4,640;0,177
4,640;-0,081;4,640;-0,155;4,640;0,045;4,640;-0,137
4,640;0,177;4,640;0,145;4,640;-0,052;4,640;0,045
4,641;-0,188;4,641;-0,081;4,641;0,052;4,641;0,063
4,641;0,142;4,641;-0,013;4,641;-0,008;4,641;-0,150
4,641;-0,036;4,641;0,104;4,641;-0,010;4,641;0,180
4,641;-0,082;4,641;-0,154;4,641;0,049;4,641;-0,135
4,641;0,174;4,641;0,149;4,641;-0,058;4,641;0,049
4,642;-0,189;4,642;-0,078;4,642;0,043;4,642;0,063
4,642;0,143;4,642;-0,015;4,642;-0,015;4,642;-0,151
4,642;-0,034;4,642;0,103;4,642;-0,009;4,642;0,181
4,642;-0,079;4,642;-0,153;4,642;0,047;4,642;-0,140
4,642;0,177;4,642;0,147;4,642;-0,054;4,642;0,046
4,643;-0,187;4,643;-0,077;4,643;0,043;4,643;0,065
4,643;0,143;4,643;-0,012;4,643;-0,013;4,643;-0,147
4,643;-0,033;4,643;0,112;4,643;-0,015;4,643;0,181
4,643;-0,079;4,643;-0,154;4,643;0,053;4,643;-0,139
4,643;0,169;4,643;0,148;4,643;-0,050;4,643;0,046
4,644;-0,184;4,644;-0,080;4,644;0,049;4,644;0,067
4,644;0,141;4,644;-0,013;4,644;-0,015;4,644;-0,151
4,644;-0,033;4,644;0,108;4,644;-0,018;4,644;0,182
4,644;-0,083;4,644;-0,151;4,644;0,052;4,644;-0,142
4,644;0,174;4,644;0,148;4,644;-0,047;4,644;0,048
4,645;-0,192;4,645;-0,080;4,645;0,047;4,645;0,062
4,645;0,140;4,645;-0,014;4,645;-0,015;4,645;-0,154
4,645;-0,032;4,645;0,110;4,645;-0,015;4,645;0,181
4,645;-0,078;4,645;-0,151;4,645;0,046;4,645;-0,136
4,645;0,172;4,645;0,145;4,645;-0,054;4,645;0,046
4,646;-0,190;4,646;-0,081;4,646;0,048;4,646;0,063
4,646;0,141;4,646;-0,010;4,646;-0,013;4,646;-0,153
4,646;-0,034;4,646;0,106;4,646;-0,014;4,646;0,182
4,646;-0,081;4,646;-0,155;4,646;0,045;4,646;-0,140
4,646;0,169;4,646;0,145;4,646;-0,055;4,646;0,045
4,647;-0,189;4,647;-0,076;4,647;0,047;4,647;0,068
4,647;0,140;4,647;-0,015;4,647;-0,009;4,647;-0,152
4,647;-0,030;4,647;0,106;4,647;-0,015;4,647;0,186
4,647;-0,084;4,647;-0,153;4,647;0,045;4,647;-0,137
4,647;0,170;4,647;0,144;4,647;-0,056;4,647;0,050
4,648;-0,188;4,648;-0,077;4,648;0,046;4,648;0,066
4,648;0,138;4,648;-0,013;4,648;-0,013;4,648;-0,149
4,648;-0,032;4,648;0,109;4,648;-0,014;4,648;0,184
4,648;-0,079;4,648;-0,154;4,648;0,045;4,648;-0,140
4,648;0,168;4,648;0,142;4,648;-0,058;4,648;0,048
4,649;-0,189;4,649;-0,077;4,649;0,044;4,649;0,065
4,649;0,136;4,649;-0,014;4,649;-0,017;4,649;-0,154
4,649;-0,035;4,649;0,103;4,649;-0,016;4,649;0,184
4,649;-0,083;4,649;-0,156;4,649;0,046;4,649;-0,138
4,649;0,174;4,649;0,141;4,649;-0,056;4,649;0,045
4,650;-0,189;4,650;-0,078;4,650;0,043;4,650;0,067
4,650;0,140;4,650;-0,018;4,650;-0,017;4,650;-0,151
4,650;-0,031;4,650;0,105;4,650;-0,017;4,650;0,180
4,650;-0,081;4,650;-0,157;4,650;0,049;4,650;-0,140
4,650;0,172;4,650;0,143;4,650;-0,052;4,650;0,047
4,651;-0,188;4,651;-0,082;4,651;0,047;4,651;0,068
4,651;0,139;4,651;-0,017;4,651;-0,016;4,651;-0,152
4,651;-0,030;4,651;0,105;4,651;-0,021;4,651;0,181
4,651;-0,081;4,651;-0,157;4,651;0,046;4,651;-0,138
4,651;0,172;4,651;0,145;4,651;-0,053;4,651;0,048
4,652;-0,183;4,652;-0,081;4,652;0,047;4,652;0,068
4,652;0,146;4,652;-0,019;4,652;-0,016;4,652;-0,152
4,652;-0,030;4,652;0,104;4,652;-0,019;4,652;0,180
4,652;-0,078;4,652;-0,156;4,652;0,047;4,652;-0,138
4,652;0,172;4,652;0,145;4,652;-0,053;4,652;0,049
4,653;-0,186;4,653;-0,078;4,653;0,046;4,653;0,069
4,653;0,139;4,653;-0,014;4,653;-0,013;4,653;-0,149
4,653;-0,029;4,653;0,108;4,653;-0,013;4,653;0,183
4,653;-0,080;4,653;-0,151;4,653;0,045;4,653;-0,136
4,653;0,173;4,653;0,147;4,653;-0,055;4,653;0,048
4,654;-0,190;4,654;-0,075;4,654;0,045;4,654;0,069
4,654;0,139;4,654;-0,015;4,654;-0,011;4,654;-0,150
4,654;-0,036;4,654;0,105;4,654;-0,016;4,654;0,185
4,654;-0,085;4,654;-0,149;4,654;0,044;4,654;-0,134
4,654;0,172;4,654;0,142;4,654;-0,057;4,654;0,047
4,655;-0,185;4,655;-0,080;4,655;0,046;4,655;0,075
4,655;0,140;4,655;-0,013;4,655;-0,014;4,655;-0,147
4,655;-0,035;4,655;0,107;4,655;-0,017;4,655;0,184
4,655;-0,080;4,655;-0,156;4,655;0,049;4,655;-0,132
4,655;0,170;4,655;0,145;4,655;-0,054;4,655;0,052
4,656;-0,192;4,656;-0,080;4,656;0,044;4,656;0,073
4,656;0,142;4,656;-0,016;4,656;-0,018;4,656;-0,146
4,656;-0,035;4,656;0,107;4,656;-0,020;4,656;0,187
4,656;-0,084;4,656;-0,152;4,656;0,047;4,656;-0,130
4,656;0,172;4,656;0,143;4,656;-0,050;4,656;0,049
4,657;-0,186;4,657;-0,081;4,657;0,048;4,657;0,076
4,657;0,140;4,657;-0,016;4,657;-0,012;4,657;-0,147
4,657;-0,032;4,657;0,108;4,657;-0,016;4,657;0,184
4,657;-0,084;4,657;-0,152;4,657;0,048;4,657;-0,133
4,657;0,172;4,657;0,149;4,657;-0,053;4,657;0,044
4,658;-0,190;4,658;-0,078;4,658;0,047;4,658;0,074
4,658;0,145;4,658;-0,011;4,658;-0,013;4,658;-0,146
4,658;-0,031;4,658;0,103;4,658;-0,018;4,658;0,182
4,658;-0,086;4,658;-0,152;4,658;0,043;4,658;-0,134
4,658;0,171;4,658;0,146;4,658;-0,053;4,658;0,043
4,659;-0,187;4,659;-0,077;4,659;0,050;4,659;0,072
4,659;0,141;4,659;-0,011;4,659;-0,014;4,659;-0,150
4,659;-0,032;4,659;0,108;4,659;-0,014;4,659;0,183
4,659;-0,080;4,659;-0,149;4,659;0,046;4,659;-0,136
4,659;0,171;4,659;0,146;4,659;-0,053;4,659;0,045
